player_username,player_sex,game_id,opponent_rating,opponent_id,is_white,won,status,total_moves,acpl,eco,opening_name,timestamp,moves,complexity
kasparovsabe,M,SwXhYEfX,2386.0,Sandovalosky,True,True,resign,24,61.0,A15,"English Opening: Anglo-Indian Defense, Old Indian Formation",1765248316631,Nf3 Nf6 c4 d6 e3 g6 Nc3 Bg7 h4 O-O h5 Bg4 hxg6 fxg6 Be2 e5 c5 Nc6 Qb3+ d5 Qxb7 Na5 Qa6 Bxf3 Qe6+ Kh8 Bxf3 e4 Be2 Rb8 b3 Nd7 Bb2 Nxc5 Qh3 h6 Nxd5 Qd7 Qxh6+ Kg8 Qh7+ Kf7 Qxg7+ Ke8 Nxc7+ Kd8 Qxf8+ Kxc7 Be5+,379.76666666666665
kasparovsabe,M,OtmDbXdg,2416.0,BloodShack1971,False,True,mate,49,15.0,A15,"English Opening: Anglo-Indian Defense, Queen's Indian Formation",1765245308899,c4 Nf6 Nf3 e6 g3 b6 Bg2 Bb7 O-O Be7 b3 O-O d3 c5 Bb2 d5 e3 Nc6 Nc3 Rc8 Qe2 a6 Rfd1 d4 Ne4 Nxe4 dxe4 e5 exd4 cxd4 Bh3 Rb8 Ne1 Kh8 Nd3 f6 a3 Na5 Qc2 Bxe4 b4 Nb7 Rac1 Nd6 Qb3 Qe8 Bg2 Bxg2 Kxg2 Qc6+ Kg1 Qf3 Nc5 Qxb3 Nxb3 Rfc8 f3 Rxc4 Rxc4 Nxc4 Bc1 b5 Kf2 Kg8 Ke2 Kf7 Kd3 Ke6 f4 Kd5 fxe5 fxe5 Rf1 e4+ Ke2 d3+ Kd1 Bf6 Nc5 Bd4 Rf5+ Ne5 Nxa6 Rc8 Bf4 e3 Nc5 e2+ Kd2 Bc3+ Kxc3 e1=Q+ Bd2 Qa1+ Kb3 Qb1+ Kc3 Qc2#,53.49166666666667
kasparovsabe,M,xVmb2bde,2336.0,HiddenPeach,True,False,mate,53,33.0,A05,King's Indian Attack: Symmetrical Defense,1765243480584,Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d4 c5 c4 cxd4 Nxd4 Nc6 Nc3 d6 Nxc6 bxc6 Bxc6 Rb8 Bg2 Qa5 Bd2 Rxb2 Ne4 Qc7 Bc3 Nxe4 Bxg7 Rd2 Qc1 Kxg7 Bxe4 Rxe2 Bf3 Re5 Qc3 Be6 Rac1 Rc8 Be2 Kg8 Bd3 Rc5 Rfe1 d5 Qa3 dxc4 Bc2 Ra5 Qb2 Qb6 Qc3 Rxa2 Rb1 Qa5 Qxa5 Rxa5 Rb7 Kf8 h4 c3 h5 Ra2 Rc1 Bd5 Rd7 e6 h6 a5 f4 a4 Kf2 Bb3 Ke3 Rxc2 Ra1 Ra2 Rc1 c2 Ke4 Rb2 Ke5 Rc5+ Ke4 Rb1 Rxc2 Bxc2+ Ke3 Re1+ Kf2 Rc1 Rd8+ Ke7 Rh8 a3 Rxh7 a2 Rh8 a1=Q Rb8 Rf1+ Ke3 Qc3+ Ke2 Qe1#,46.025
kasparovsabe,M,EDZPpImK,2374.0,Allshad,True,True,outoftime,42,41.0,B01,Scandinavian Defense: Modern Variation,1765242737376,e4 d5 exd5 Nf6 Nc3 Nxd5 Qf3 c6 Nxd5 Qxd5 Qxd5 cxd5 d4 Nc6 c3 Bf5 h3 a6 Nf3 e6 Be2 Bd6 O-O O-O Be3 b5 a3 Rfb8 Nh4 Be4 f3 Bc2 Rfc1 Bb3 f4 Na5 f5 Bc4 Bd1 Bd3 fxe6 fxe6 Nf3 Nc4 Bf2 Nxb2 Ne5 Bxe5 dxe5 Be4 Bg4 Bf5 Bxf5 exf5 Bd4 Kf7 e6+ Kxe6 Re1+ Kd7 Re5 Nd3 Rxf5 Kc6 Bxg7 Rg8 Bd4 Raf8 Raf1 Rxf5 Rxf5 Re8 Kh2 Re2 h4 Ne1 Rg5 Nf3+ Kg3 Nxg5 hxg5 Kd6 g6 Ke6 gxh7,66.70833333333333
kasparovsabe,M,JSwShcNx,2409.0,Matthew-Fishbein,True,True,outoftime,42,30.0,D85,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation",1765242399280,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Nf3 O-O Be3 c5 Be2 b6 h4 Bb7 Qc2 h5 Rd1 Qc7 d5 Nd7 c4 Ne5 Ng5 Bc8 Qd2 e6 d6 Qd7 f4 Nc6 e5 Bb7 O-O Rad8 Qc2 Qe8 Bxh5 Nxe5 fxe5 Bxe5 Bf3 Bxf3 Rxf3 Rxd6 Rxd6 Bxd6 h5 Kg7 hxg6 fxg6 Rxf8 Kxf8 Qf2+ Ke7 Ne4 Be5 Bg5+ Kd7 Nf6+ Bxf6 Qxf6 e5 Qg7+ Kc6 Qxa7 Qg8 Qa4+ Kc7 Qc2 Qe6 Qe4 Qd6 Kh2 Qe6 Bh4 Qd6 Bg3 Qe6 Qxe5+,75.88333333333334
kasparovsabe,M,ZXdkmh4P,2330.0,ZEWS,False,True,resign,33,55.0,C42,Petrov's Defense,1764765150994,e4 e5 Nf3 Nf6 d3 d5 Nxe5 dxe4 d4 Nbd7 Nxd7 Bxd7 Be2 Bd6 O-O h6 h3 c6 c4 Bc7 Nc3 Bf5 d5 Qd6 f4 exf3 Bxf3 Qh2+ Kf2 O-O Be3 Rfe8 dxc6 Rxe3 Kxe3 Bb6+ Ke2 Re8+ Ne4 Nxe4 Qd7 Bxd7 cxd7 Nc3+ Kd3 Qd6+ Kxc3 Re3+ Kc2 Qd3+ Kc1 Qxd7 Bd5 Re7 Kc2 Kh8 Rad1 Qa4+ Kb1 Bc5 Bxf7 Bb6 Bd5 Re2 c5 Qc2+ Ka1,86.54166666666667
kasparovsabe,M,OhB6OHFu,2382.0,Sello-Mahlangu,False,False,draw,33,36.0,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",1764764891190,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 c6 e3 Be7 Bd3 Nbd7 Nge2 h6 Bh4 Nh5 Bxe7 Qxe7 Qc2 O-O O-O-O Nhf6 Rhg1 b5 g4 Ne8 Kb1 Nd6 Ng3 Nb6 Nf5 Bxf5 gxf5 Rfc8 Rg2 Nbc4 Rdg1 Ne8 Ne2 Qb4 Ka1 Kf8 f6 gxf6 Rg8+ Ke7 Ng3 Ncd6 Nf5+ Nxf5 Bxf5 Rc7 a3 Qc4 Qb1 b4 Bd3 Qb3 Bc2 Qc4 Bd3 Qb3 Bc2 Qc4 Bd3,57.083333333333336
kasparovsabe,M,oB0CuI7c,2278.0,Strekoz,True,True,resign,23,17.0,A40,Horwitz Defense,1764762960676,d4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 O-O O-O c4 Ne4 cxd5 exd5 Nc3 Nxc3 bxc3 Nd7 Qc2 Nf6 c4 c6 cxd5 Nxd5 e4 Nf6 h3 h6 a4 b6 a5 Ba6 Re1 Bb5 Bd2 Re8 Bc3 Bf8 Ne5 c5 Qb3 cxd4 Nxf7 Qc7 Nd6+ Kh7 Nxb5,40.857142857142854
kasparovsabe,M,xnrmdGYu,2405.0,YouBlunderAnyWay,True,False,mate,36,43.0,A31,"English Opening: Symmetrical Variation, Anti-Benoni Variation",1764761697384,c4 c5 Nf3 Nf6 d4 d5 cxd5 cxd4 Qxd4 Qxd5 Nc3 Qxd4 Nxd4 a6 g3 e6 Bg2 Be7 Bf4 O-O O-O-O Nbd7 h3 Re8 Nb3 Nc5 Nxc5 Bxc5 Bd6 Bxf2 Kb1 h5 Rhf1 Ba7 e4 e5 Rxf6 gxf6 Nd5 Kg7 Rf1 Re6 Nxf6 Bd4 Nxh5+ Kg6 Bf8 Kxh5 Rf5+ Kg6 Bf3 Kh7 Bb4 Kg8 Bh5 f6 g4 Rb6 Bd2 Bxf5 gxf5 Rxb2+ Kc1 Rc8+ Kd1 Rcc2 Bh6 Rh2 Bf3 Rhf2 Bc1 Rf1#,400.8018867924528
kasparovsabe,M,xzSkKRYq,2346.0,jrivelli1993,False,True,outoftime,72,41.0,C42,Petrov's Defense: Three Knights Game,1764761192380,e4 e5 Nf3 Nf6 Nc3 Bb4 Bc4 O-O d3 d5 exd5 Nxd5 O-O Nxc3 bxc3 Bxc3 Rb1 Nc6 h3 h6 Nd2 Bd4 Ne4 Bb6 c3 Na5 Bb5 a6 Ba4 Bf5 Qf3 Bg6 Ba3 Nc6 Bxf8 Qxf8 Bb3 Rd8 Rbd1 Kh7 h4 f5 h5 Be8 Ng3 Bd7 Bc2 Kh8 Rfe1 Ba5 d4 e4 Qe3 Re8 Ne2 Ne7 Nf4 c6 Rf1 Bc7 c4 Qf7 d5 cxd5 cxd5 Bd6 Bb3 Bb5 Rfe1 Qf6 Ne6 Qh4 Qh3 Qxh3 gxh3 Ng8 Rc1 Nf6 Nc7 Rd8 Nxb5 axb5 f3 Bf4 fxe4 Bxc1 Rxc1 fxe4 Rc7 Nxd5 Rxb7 Nf4 Rxb5 Nxh3+ Kg2 Nf4+ Kf2 Re8 Ke3 Ng2+ Ke2 e3 Bf7 Nf4+ Kf3 e2 Bxe8 e1=Q Rb8 Qe2+ Kxf4 Qh2+ Kf5 Qxb8 Bg6 Qb5+ Ke6 Qa5 Kf7 Qa3 Ke6 Qxa2+ Ke7 Qa4 Kf8 Qa5 Kf7 Qb6 Ke7 Qc7+ Ke6 Qb8 Kf5 Qa7 Ke4 Qb6 Kf3 Qc5 Kg4 Qd5 Bf5 Qd4+ Be4 Qe3,66.3
kasparovsabe,M,tcBx6drc,2639.0,kakulia14,False,False,outoftime,34,44.0,C42,"Petrov's Defense: Damiano Variation, Kholmov Gambit",1764760697837,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 Qe7 Qxe4 d6 d4 dxe5 dxe5 Nc6 Bf4 g5 Bg3 f5 Qf3 f4 Nc3 fxg3 O-O-O g4 Qxg3 Bh6+ Kb1 O-O Bc4+ Kh8 e6 Qg7 Rhe1 Bf4 Qd3 Ne5 Qe4 Nxc4 Qxc4 Bd6 Nb5 Re8 Nxd6 cxd6 Rxd6 b6 a3 b5 Qxb5 Qe7 Re4 a6 Qc5 Rb8 Rxg4 Qf6 Qd4 Qxd4 Rgxd4 Bxe6 b3 Bf5 Rd2 Rxb3+ Ka2 Rc3 Kb2 Rec8 Rd8+,110.76
kasparovsabe,M,134c7AJU,2307.0,Pictures_of_You,True,True,outoftime,40,17.0,A45,Indian Defense,1764759873930,d4 Nf6 Bf4 c5 c3 Qb6 Qc1 cxd4 cxd4 Nc6 e3 e5 dxe5 Bb4+ Nc3 Ne4 Bd3 g5 Bxe4 gxf4 exf4 Qd4 Qe3 Bxc3+ bxc3 Qa4 Nf3 Rg8 O-O h6 Nd4 b6 Nf5 d5 Nd6+ Kf8 Bxd5 Be6 Bxe6 fxe6 f5 Qg4 Qxh6+ Ke7 Qxe6+ Kd8 g3 Kc7 Qf7+ Kd8 Qf6+ Kc7 Qf7+ Kd8 Qd5 Kc7 Nb5+ Kb7 Qd7+ Ka6 Qxc6 Rac8 Nc7+ Rxc7 Qxc7 Qxf5 Qc4+ b5 Qc6+ Ka5 a4 b4 cxb4+ Kxb4 Rab1+ Ka5 Qc5+ Ka6 Qc4+ Ka5 Rfe1,511.0833333333333
pollocuba2019,M,pD02Wpk2,2315.0,ztl123,True,False,resign,25,77.0,A06,Nimzo-Larsen Attack: Classical Variation,1731037206089,Nf3 d5 b3 f6 Bb2 e5 g3 c5 Bg2 Nc6 O-O Bd6 e3 Nge7 d4 cxd4 exd4 e4 Nfd2 O-O c4 f5 Nc3 Be6 Re1 Nxd4 Nxd5 Bxd5 cxd5 Nb5 Nc4 Nc7 f3 b5 Nxd6 Qxd6 fxe4 fxe4 Rxe4 Rad8 Rg4 Nf5 Qf3 Nxd5 Rd1 Qc5+ Bd4 Nxd4 Rgxd4 Rxf3,115.35483870967742
pollocuba2019,M,3uggoy5B,2333.0,cbajedrez,True,False,outoftime,35,30.0,A06,Zukertort Opening,1724705100146,Nf3 d5 e3 c5 b3 Bg4 Bb2 Nf6 h3 Bxf3 Qxf3 e6 g4 Nc6 g5 Ne4 h4 a6 Bd3 Nd6 Qg2 Nb4 h5 Nxd3+ cxd3 c4 dxc4 dxc4 Nc3 cxb3 axb3 Be7 f4 O-O Ne4 Nxe4 Qxe4 Qd5 Qxd5 exd5 Bd4 Rfc8 Ke2 Rc6 Kd3 Rac8 Ra5 Bc5 Bc3 Rd8 h6 Bb6 Raa1 gxh6 Rxh6 Rxh6 gxh6 Rd6 Rg1+ Rg6 Rh1 Kf8 Be5 Ke8 f5 Rg2 Bf4 Kd7 Rb1 Kc6,55.98039215686274
pollocuba2019,M,YACDdubA,2206.0,Kovylkino,True,True,mate,64,10.0,D02,Queen's Pawn Game: Chigorin Variation,1720739116785,Nf3 Nc6 d4 d5 Bf4 Bg4 e3 e6 h3 Bh5 c4 Bd6 Bxd6 Qxd6 Nc3 a6 Qb3 dxc4 Bxc4 Qb4 g4 Bg6 Qxb4 Nxb4 O-O-O O-O-O Ne5 h5 Nxg6 fxg6 Bxe6+ Kb8 d5 Nf6 a3 Na2+ Nxa2 Ne4 Rhf1 hxg4 Bxg4 Rhf8 f3 Ng5 e4 Rh8 Nc3 Nxh3 Rh1 Nf4 Rxh8 Rxh8 d6 cxd6 Rxd6 Rh1+ Kc2 Rh2+ Kb3 Rh7 e5 Kc7 Ne4 Rh8 Nc5 Rb8 Ne6+ Nxe6 Rxe6 g5 Re7+ Kc6 Rxg7 Kd5 Rxg5 b5 e6+ Kd6 Rg7 Re8 e7 a5 Bh5 Rxe7 Rxe7 Kxe7 a4 b4 Kc4 Kd6 Kb5 Kd5 Kxa5 Kc4 Bf7+ Kc5 b3 Kd6 Kxb4 Ke7 a5 Kxf7 a6 Kf6 a7 Kf5 a8=Q Kf4 Qe4+ Kg3 f4 Kg4 f5+ Kg5 Qe6 Kh5 f6 Kg6 f7+ Kg7 Qe8 Kh7 Qg8+ Kh6 f8=Q+ Kh5 Qf5+ Kh6 Qh3#,202.18333333333334
pollocuba2019,M,7YyRPTSn,2333.0,najaro,False,True,mate,40,44.0,A10,English Opening,1704151463341,c4 b6 Nf3 Bb7 Nc3 Nf6 d3 d5 cxd5 Nxd5 g3 g6 Bg2 Bg7 O-O Nxc3 bxc3 Bxc3 Bh6 Nd7 Rc1 Bf6 e4 e5 d4 c5 dxe5 Nxe5 Qb3 Qd3 Qa4+ Qd7 Qc2 O-O-O Nxe5 Bxe5 Rfd1 Qe7 Be3 Rxd1+ Rxd1 Rd8 f4 Rxd1+ Qxd1 Bd4 Bxd4 Qd7 Bh3 Qxh3 Bf6 Qd7 Qe2 Qa4 Qd2 Qd7 Qe2 Qe6 e5 Qd5 Kf2 Kc7 Ke1 a6 g4 Bc8 Kf2 b5 Kg3 Bb7 f5 Qe4 Qf2 h5 Qxc5+ Bc6 gxh5 gxh5 Qf2 Qg4#,61.75
pollocuba2019,M,8ctIFMHp,2358.0,Barbashinigor,False,True,outoftime,51,52.0,A40,Queen's Pawn Game: Modern Defense,1702498860157,d4 g6 c4 Bg7 Nf3 c5 g3 cxd4 Nxd4 Nc6 Nxc6 bxc6 Bg2 Nf6 O-O O-O Nc3 Ba6 b3 d5 Bb2 dxc4 Bxc6 Rb8 Qc2 Qb6 Bf3 Bb7 Na4 Qb4 Bc3 cxb3 axb3 Qb5 Bxb7 Rxb7 Rfb1 Rc8 Qb2 Ne8 Bxg7 Nxg7 Nc3 Qe5 Nd1 Qxb2 Rxb2 Rcb8 Rab1 a5 Ne3 Ne6 Nc4 Rb5 Ra1 Nd4 Rxa5 Rxb3 Rxb3 Rxb3 e3 Nf3+ Kg2 Ne1+ Kf1 Nd3 Ke2 Nb4 Rb5 Kg7 Nb6 Rb2+ Kf3 Nd3 Rxb2 Nxb2 Nc8 Nc4 Nxe7 Ne5+ Ke4 Kf6 Nd5+ Ke6 Nf4+ Kd6 Nd3 f5+ Kd4 Nf3+ Kc3 Nxh2 Nf4 Ng4 Nxg6 Nxf2 Nf4 Ne4+ Kd3 Nxg3 Nd5 h5,43.725
pollocuba2019,M,yLlwO5kX,2346.0,Roenko_Artur,False,False,resign,20,51.0,B22,"Sicilian Defense: Alapin Variation, Barmen Defense",1702498654786,e4 c5 c3 d5 exd5 Qxd5 Nf3 Nf6 Na3 g6 Bc4 Qe4+ Be2 Bg7 d3 Qc6 d4 O-O O-O Nbd7 Re1 b6 Bb5 Qd6 Nc4 Qc7 Rxe7 a6 Bxd7 Bxd7 Nce5 Rfe8 Rxf7 Qd6 Bg5 Bg4 Bxf6 Bxf6 Rxf6 Qxf6 Nxg4,116.5909090909091
pollocuba2019,M,RmfAIZ7k,2444.0,Toljab17,True,True,outoftime,33,57.0,A11,"Réti Opening: Anglo-Slav Variation, Gurevich System",1700439790045,Nf3 d5 e3 c6 c4 Nf6 Nc3 e6 b3 Be7 Bb2 b6 Qc2 Bb7 Be2 Nbd7 g4 Rc8 g5 Ng8 h4 e5 cxd5 cxd5 Qf5 g6 Qg4 h5 Qg3 d4 exd4 exd4 Nb5 Bc5 Nd6+ Bxd6 Qxd6 Nc5 Qxd4 Qe7 O-O Rh7 Bb5+ Kf8 Rfe1 Qd8 Re8+ Qxe8 Bxe8 Rxe8 Re1 Bxf3 Rxe8+ Kxe8 Qe3+ Be4 d4 Ne6 Qxe4 Kd7 Qb7+ Ke8 d5 Nd8 Qxa7 Ne7 Qxb6,75.88541666666667
pollocuba2019,M,DhDti0mi,2433.0,matvei2018,False,True,resign,45,36.0,A05,Zukertort Opening,1699363340458,Nf3 Nf6 g3 b6 b3 Bb7 Bg2 g6 O-O Bg7 Bb2 O-O d4 d6 c4 e6 Nc3 Nbd7 Re1 a5 e4 e5 d5 Nc5 a3 h6 b4 Na6 Qb3 Nh7 Nh4 Bc8 Ne2 Bf6 Nf3 Bg7 Nh4 Bf6 Nf3 Be7 Bc1 Kg7 Qe3 Ng5 Nxg5 hxg5 f4 gxf4 gxf4 exf4 Nxf4 Bf6 Rb1 axb4 axb4 Rh8 Re2 Be5 Bb2 Qh4 Bxe5+ dxe5 Nd3 Qxh2+ Kf2 Qh4+ Kf1 Bg4 Rf2 f6 c5 bxc5 bxc5 Rab8 Rxb8 Rxb8 Bf3 Rb1+ Ne1 Qh3+ Ke2 Bc8 Nd3 Nb4 Nxb4 Rxb4 Qd2 Ba6+ Kd1 Rd4,48.05
pollocuba2019,M,dTQs14qp,2285.0,savel1967,False,True,outoftime,25,42.0,B20,Sicilian Defense: Keres Variation,1697362235288,e4 c5 Ne2 e6 g3 b6 Bg2 Bb7 O-O d5 exd5 Bxd5 d4 Bxg2 Kxg2 Nf6 Be3 Qd5+ Kg1 Nbd7 Nbc3 Qc6 dxc5 Bxc5 Nd4 Bxd4 Bxd4 h5 h4 O-O-O Qe2 Kb7 a4 a6 Rfd1 Ng4 Bxg7 Rhg8 Bd4 f5 Nb5 axb5 axb5 Qe4 Qc4 Rc8 Qa4 Ra8 Qc4 Nde5,81.20967741935483
pollocuba2019,M,JsV50DuX,2520.0,Zazuliak,False,False,resign,31,84.0,E38,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",1697361561438,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 a6 Nf3 Qc7 a3 Bxc5 Bg5 b6 e3 Bb7 Be2 Be7 O-O d6 Rfd1 Nbd7 Rac1 Rc8 Bf4 Ne5 Nxe5 dxe5 Bg3 Nd7 b4 O-O f3 f5 Bf2 Bg5 Qd2 Nf6 Qd6 Qf7 Qxb6 Bh6 Rd6 e4 f4 Rfe8 Rcd1 g5 g3 gxf4 exf4 Kh8 Bd4 Bg7 Be5 h5 h4 Ng4 Bxg4 hxg4 Rd7,57.92045454545455
