Player,AvgRating,GamesCount,OpeningDiversity,Aggressiveness,Platform,Player_Sex
"Khusnutdinov, Rustam",2657.5454545454545,44,3.106487820339716,0.3409090909090909,Lichess,M
"Kiremitciyan, Ari",2457.9641943734014,391,3.051609290659316,0.3810741687979539,Lichess,M
"Klekowski, Maciej",2545.420560747664,107,3.8115661940729617,0.2710280373831775,Lichess,M
"Klimenko, Sergey",2467.6388888888887,36,2.6970780392196048,0.3888888888888889,Lichess,M
"Klukin, Kirill",2589.8201058201057,378,3.8166080774073774,0.2857142857142857,Lichess,M
"Kobo, Ori",2645.335483870968,155,3.9150003454299274,0.4193548387096774,Lichess,M
"Kollars, Dmitrij",2570.914634146341,82,3.797771697665805,0.4756097560975609,Lichess,M
"Korchmar, Vasiliy",2614.204545454545,44,2.643954008669722,0.4772727272727273,Lichess,M
"Korkmaz, Necmettin",2388.9173553719006,121,3.198528793601389,0.371900826446281,Lichess,M
"Korley, Kassa",2403.366666666667,30,2.9216576564967065,0.4333333333333333,Lichess,M
"Korobkin, Maxim",2536.089108910891,909,4.676070880373743,0.3344334433443344,Lichess,M
"Kosakowski, Jakub",2448.0714285714284,28,3.134162458586648,0.5357142857142857,Lichess,M
"Kostin, Konstantin",2407.64,50,2.8970474882373938,0.52,Lichess,M
"Koutsin, Sergey",2452.7244094488187,635,3.825920904887092,0.3874015748031496,Lichess,M
"Koval, Artem",2392.4,20,2.6923109941417858,0.55,Lichess,M
"Kovalchuk, Alexey",2501.9259927797834,554,4.029212564925474,0.4133574007220216,Lichess,M
"Kovalenko, Igor",2744.611464968153,314,4.322844299799226,0.3248407643312102,Lichess,M
"Kovalev, Vladislav",2721.293478260869,92,2.932212566154647,0.5108695652173914,Lichess,M
"Kowalski, Igor",2514.75,12,2.484906649788001,0.5833333333333334,Lichess,M
"Kozhuharov, Spas",2553.25956284153,366,3.8186866951184872,0.3469945355191257,Lichess,M
"Kozlov, Roman",2502.82962962963,135,3.6942731335036014,0.362962962962963,Lichess,M
"Kozlov, Stanislav",2411.9033613445376,238,3.727872132176992,0.5210084033613446,Lichess,M
"Kozusek, Daniel",2401.1111111111118,216,4.228797759048057,0.5138888888888888,Lichess,M
"Krasikov, Vladislav",2480.119318181818,1232,4.323573191681117,0.4496753246753247,Lichess,M
"Krykun, Yuriy",2442.6786355475765,557,4.780845034282207,0.4452423698384201,Lichess,M
"Krzyzanowski, Marcin",2552.3532219570407,419,4.370871509501549,0.5035799522673031,Lichess,M
Kudakwashe Sibanda,2351.938775510204,98,3.8473975213255502,0.3265306122448979,Lichess,M
"Kuegel, Tobias",2343.0689655172414,29,2.994200027075774,0.6206896551724138,Lichess,M
"Kuipers, Eelco",2423.0988372093025,516,2.809842519627395,0.4709302325581395,Lichess,M
"Kuipers, Stefan",2527.804054054054,444,3.755490341296016,0.4639639639639639,Lichess,M
"Kukov, Velislav",2403.043478260869,46,1.2419980312939796,0.1739130434782608,Lichess,M
"Kumic, Filip",2461.4258620689657,2900,4.549273878852574,0.4717241379310344,Lichess,M
"Kunin, Vitaly",2552.275,40,2.169063592589746,0.35,Lichess,M
"Kurayan, Ruslan",2443.9310344827586,29,2.41423511660638,0.6551724137931034,Lichess,M
"Kushko, Dmitriy",2495.536327608983,757,3.473393033135776,0.5891677675033025,Lichess,M
"Kuznecov, Mikhail",2562.2507552870093,331,1.813128101166736,0.2598187311178248,Lichess,M
"Kvon, Andrey",2518.833333333333,30,3.308777757587496,0.5,Lichess,M
"L'Ami, Erwin",2688.470588235294,51,3.656406148775842,0.5098039215686274,Lichess,M
"La Manna, Andrea",2388.75,28,2.613818107688892,0.3928571428571428,Lichess,M
"Lambrechts, Koen",2340.3548387096776,93,3.573156673904821,0.4193548387096774,Lichess,M
"Landi, Alberto",2438.019230769231,104,2.768290356803516,0.5576923076923077,Lichess,M
"Langheinrich, Ferenc",2480.659574468085,47,3.433305662862139,0.4042553191489361,Lichess,M
"Lavrik, Dmitry",2520.080882352941,136,3.404678316436647,0.3897058823529412,Lichess,M
"Laylo, Darwin",2448.769736842105,152,3.1967712717611976,0.2697368421052631,Lichess,M
"Lazavik, Denis",2522.403225806452,62,3.6366287493956952,0.4677419354838709,Lichess,M
"Leenhouts, Koen",2491.835874439462,1115,4.44318922689784,0.3174887892376681,Lichess,M
"Leon Valdes, Jony Wilson",2423.1372549019607,51,3.255335220477653,0.1568627450980392,Lichess,M
"Lewtak, Damian",2437.454545454545,88,3.570326630277957,0.3522727272727273,Lichess,M
"Leyva, Hector",2413.2754237288136,236,3.964906390109253,0.4152542372881356,Lichess,M
"Li, Henry",2379.09375,96,3.19039185418231,0.4166666666666667,Lichess,M
Liem Quang Le,2844.923728813559,118,3.64063269897288,0.4491525423728814,Lichess,M
"Limontaite, Simona",2315.9333333333334,15,2.7080502011022105,0.4,Lichess,F
"Liubarov, Mark",2316.0714285714284,14,1.90853528164356,0.5714285714285714,Lichess,M
"Liyanage, Ranindu Dilshan",2437.9181286549706,171,3.514505941656876,0.4327485380116959,Lichess,M
"Lodici, Lorenzo",2511.0,23,2.954673212304816,0.3043478260869565,Lichess,M
"Loiacono, Leonardo",2474.9518229166665,768,3.6758122527459776,0.4908854166666667,Lichess,M
"Lombaers, Peter",2426.7330612244896,1225,4.002982586040655,0.3404081632653061,Lichess,M
"Lopez, Mario Yber",2313.4514767932487,237,3.6372047556447447,0.4388185654008439,Lichess,M
"Lorparizangeneh, Shahin",2604.063492063492,63,3.256309472600234,0.492063492063492,Lichess,M
"Lovkov, Roman",2541.428571428572,14,2.6390573296152584,0.4285714285714285,Lichess,M
"Luke Brezmes, Cristofer",2261.3529411764707,17,1.905420043110137,0.4117647058823529,Lichess,M
"Lund, Gunnar",2415.222222222222,108,2.702108031376176,0.4907407407407407,Lichess,M
"Macovei, Andrei",2535.8283261802576,233,3.602160316516621,0.3776824034334764,Lichess,M
"Madaminov, Mukhiddin",2431.8076923076924,26,2.511630343572311,0.2307692307692307,Lichess,M
"Madrigal, Mariano",2379.155555555556,45,2.953566545250518,0.5333333333333333,Lichess,M
"Maerevoet, Sim",2506.1341463414637,82,3.829677072285593,0.3536585365853658,Lichess,M
Mafaaz Khalid,2284.435897435897,78,3.0403588245775226,0.4102564102564102,Lichess,M
"Mahdavirad, Mehdi",2407.6762589928057,139,0.4781076805806393,0.9136690647482014,Lichess,M
"Mahdian, Anousha",2372.016129032258,124,2.8428096358440262,0.3870967741935484,Lichess,F
"Maidel, Anton",2507.3804347826085,644,4.634092853811673,0.4068322981366459,Lichess,M
"Maier, Christian",2403.630681818182,176,3.3137332280164724,0.4772727272727273,Lichess,M
"Makarian, Rudik",2465.1,10,2.302585092994045,0.5,Lichess,M
"Maksimovic, Dejan",2449.63,1200,1.7610892733011871,0.0158333333333333,Lichess,M
"Malmstig, Erik",2298.090909090909,55,2.083577225491938,0.6909090909090909,Lichess,M
"Mamedov, Rauf",2526.6666666666665,12,2.3693821196946763,0.4166666666666667,Lichess,M
"Mammadov, Zaur",2608.6632653061224,294,2.3340087704180483,0.5238095238095238,Lichess,M
"Mammadova, Gulnar",2526.3764705882354,340,3.3474748084061288,0.4058823529411764,Lichess,F
"Manakov, Ilya",2428.0,170,2.649250606301069,0.3823529411764705,Lichess,M
"Mandura, Tijana",2418.4437194127245,613,4.252604023157513,0.4274061990212072,Lichess,F
"Manukyan, Artyom",2471.7042253521126,71,3.117221113032567,0.3943661971830985,Lichess,M
"Marcelin, Cyril",2531.4898132427843,1178,3.5253788895569342,0.3522920203735144,Lichess,M
"Mardov, Dimitar",2469.303135888502,287,4.294670102880192,0.4564459930313589,Lichess,M
"Margana, Adhy",2431.8230769230768,130,3.6696776348583153,0.3,Lichess,M
"Markov, Mikhail",2622.929411764706,170,3.165612037951381,0.2,Lichess,M
"Martin Duque, Jesus",2425.810810810811,37,2.7790219256012407,0.4864864864864865,Lichess,M
"Martinez Romero, Martin",2438.406976744186,86,3.90809543259468,0.4767441860465116,Lichess,M
"Martinovic, Sasa",2665.9437984496126,1032,3.459954154795433,0.5058139534883721,Lichess,M
"Mata Gonzalez, Jose Fernando",2486.72027972028,143,2.4598495696730245,0.4335664335664335,Lichess,M
"Matviishen, Viktor",2517.090909090909,33,3.2024451212289278,0.303030303030303,Lichess,M
"Mazanchenko, Dmitry",2272.0263157894738,38,2.959738206571769,0.631578947368421,Lichess,M
"Mchedlishvili, Mikheil",2673.4862385321103,109,3.624773862045772,0.4311926605504587,Lichess,M
"Medina Diaz, Rafael Alejandro",2273.5454545454545,11,2.3978952727983707,0.3636363636363636,Lichess,M
"Medina Paz, Miguel",2489.6425120772947,207,3.8120199072243257,0.4202898550724637,Lichess,M
"Mejia, Cherry Ann",2264.448275862069,29,2.404904888863316,0.4827586206896552,Lichess,F
"Meshkovs, Nikita",2654.5648854961837,131,3.9332935434981455,0.4198473282442748,Lichess,M
"Mesnyankin, Nikita",2348.9333333333334,15,2.048882827901344,0.3333333333333333,Lichess,M
"Mihok, Oliver",2548.6979405034326,1311,4.049601792806204,0.5339435545385202,Lichess,M
"Mikaelyan, Arman",2636.266666666667,135,3.890319094829185,0.4814814814814814,Lichess,M
"Mikanovic, Sandro",2421.7272727272725,22,2.3471808293178684,0.0909090909090909,Lichess,M
"Mikhailov, Viacheslav",2577.705035971223,139,2.894729501559902,0.5467625899280576,Lichess,M
"Mikrut, Dariusz",2445.257575757576,132,3.908515002257685,0.3636363636363636,Lichess,M
"Milanovic, Danilo",2542.805555555556,36,2.991361617329364,0.3888888888888889,Lichess,M
"Milchev, Nikolay",2503.3354430379745,316,2.985364061586882,0.2848101265822785,Lichess,M
Minh Le,2714.3554006968643,287,3.9896495303091135,0.3519163763066202,Lichess,F
"Minina, Veronika",2352.3636363636365,22,2.2243004996270583,0.2272727272727272,Lichess,F
"Miron, Lucian-Costin",2493.3458980044347,451,4.404745543139439,0.4567627494456763,Lichess,M
"Mirzoev, Azer",2524.2105263157896,19,2.62504815873254,0.4736842105263157,Lichess,M
"Mkrtchyan, Simon",2479.5,86,3.5905144610154194,0.3255813953488372,Lichess,M
"Moiseenko, Vadim",2631.2910344827587,725,4.482887828819062,0.4606896551724138,Lichess,M
"Molaei, Mohammadamin",2474.3867924528304,212,3.7287090816457327,0.3962264150943396,Lichess,M
"Moradiabadi, Elshan",2572.9814814814813,108,3.7081190477002823,0.4444444444444444,Lichess,M
"Moranda, Wojciech",2654.0405405405404,148,4.20249167765496,0.4054054054054054,Lichess,M
"Moroni, Luca Jr",2590.2258064516127,93,3.5601239718363296,0.4301075268817204,Lichess,M
"Morozov, Nichita",2481.75572519084,262,4.002349780124318,0.3396946564885496,Lichess,M
"Morris, James",2496.5,10,1.834371970281624,0.4,Lichess,M
"Mortazavi, Ali",2467.551658767773,2110,3.28770028023396,0.5526066350710901,Lichess,M
"Mosadeghpour, Masoud",2550.853658536585,41,2.842746327301226,0.5121951219512195,Lichess,M
"Movahed, Sina",2416.2125,80,3.3237731401224826,0.6625,Lichess,M
"Muradov, Soltan",2419.010752688172,93,3.79992233367148,0.5483870967741935,Lichess,M
"Murzin, Volodar",2533.842105263158,76,2.7890669074163816,0.6578947368421053,Lichess,M
Mushini Ajay,2437.214285714286,126,4.004645416434552,0.492063492063492,Lichess,M
"Musovic, Armin",2524.1153846153848,26,0.3245083869310706,0.0,Lichess,M
"Mwenya, Oscar",2348.4436363636364,275,3.933273814984788,0.5454545454545454,Lichess,M
"Nakahara, Kan",2425.4901960784314,51,3.503572462051238,0.4901960784313725,Lichess,M
"Nalbant, Tuna Onat",2620.6567164179105,67,3.5113431846014937,0.3880597014925373,Lichess,M
"Narvaez Ramirez, Faber Alberto",2368.345353675451,1442,4.501275268423759,0.4687933425797503,Lichess,M
"Nassr, Ali",2440.294117647059,17,2.5577938601077324,0.4117647058823529,Lichess,M
"Nava, Roderick",2451.9327731092435,119,2.998215999656706,0.4705882352941176,Lichess,M
"Nazari, Arad",2449.5454545454545,11,1.893788232391138,0.5454545454545454,Lichess,M
"Nedev, Tanio",2285.3478260869565,23,2.751102289386372,0.2608695652173913,Lichess,M
"Needleman, Alejandro",2409.8444444444444,225,3.207175032032572,0.3955555555555555,Lichess,M
"Needleman, Gaston",2395.1739130434785,23,2.690828621511594,0.5217391304347826,Lichess,M
"Neiksans, Arturs",2612.1136363636365,44,2.7795289168178203,0.3636363636363636,Lichess,M
"Neimer, Vitaly",2424.1071428571427,28,2.9174329732922164,0.5357142857142857,Lichess,M
"Nesterov, Arseniy",2672.5474452554745,137,3.3667608923209835,0.5912408759124088,Lichess,M
"Neugebauer, Martin",2500.9413369713507,1466,4.545581008434462,0.534106412005457,Lichess,M
"Neuman, Petr",2495.2514285714287,175,3.816343039871626,0.3371428571428571,Lichess,M
Nghia Dong,2472.157894736842,38,2.2867178868427787,0.1842105263157894,Lichess,M
"Nguyen, Thai Dai Van",2565.5,50,3.596573283106479,0.38,Lichess,M
"Nielsen, Viktor Haarmark",2427.8365384615386,312,4.163959524666222,0.4230769230769231,Lichess,M
Nihal Sarin,2593.6,15,2.7080502011022105,0.3333333333333333,Lichess,M
"Nikolashvili, Giorgi",2491.205882352941,102,2.6501472934709485,0.7058823529411765,Lichess,M
"Nikologorskiy, Konstantin",2440.969696969697,33,3.2706069569402985,0.4848484848484848,Lichess,M
"Nikolova, Adriana",2380.1666666666665,18,2.5532370029937144,0.1111111111111111,Lichess,F
"Nilsson, Joakim",2490.143884892086,139,2.6254565798674063,0.3741007194244604,Lichess,M
Nitish Belurkar,2513.153846153846,286,3.207482912924496,0.6083916083916084,Lichess,M
"Njili, Kamel",2460.855421686747,83,3.6381402242579104,0.4216867469879518,Lichess,M
"Noe, Christopher",2557.7105263157896,38,2.948553400308995,0.4473684210526316,Lichess,M
"Nogueira, Ivan Kuhlmann",2400.0404411764707,272,2.440466208093627,0.2242647058823529,Lichess,M
"Nordahl, Helge",2432.313725490196,408,4.112335796626109,0.5147058823529411,Lichess,M
"Novikov, Evgenij",2414.8308270676694,266,4.352141944901793,0.3909774436090225,Lichess,M
"Nozdrachev, Vladislav",2682.0865051903115,289,4.004225967585986,0.4878892733564013,Lichess,M
"Nsubuga, Haruna",2257.7021276595747,47,3.254242010255789,0.2765957446808511,Lichess,M
"Nuri, Murad",2530.557620817844,269,4.253991045724251,0.3382899628252788,Lichess,M
"Nyambe, Maketo",2284.333333333333,12,2.253857589601352,0.6666666666666666,Lichess,M
"Obad, Andrija",2431.0338983050847,295,3.9588813187438543,0.376271186440678,Lichess,M
"Obgolts, Erik",2598.2139303482586,201,2.6262780818627847,0.2885572139303483,Lichess,M
"Oboladze, Luka",2483.38219895288,191,4.235388966621667,0.4031413612565445,Lichess,M
"Obregon Rivero, Juan Carlos",2525.7,40,2.7439582568493237,0.625,Lichess,M
"Ohanyan, Emin",2427.6060606060605,99,3.320967158162875,0.5252525252525253,Lichess,M
"Ojeda, Jesus David",2312.6666666666665,42,3.329127225969004,0.3571428571428571,Lichess,M
"Okara, Andrey",2448.2439585730726,869,4.072658422435205,0.5431530494821634,Lichess,M
"Okas, Walter",2400.6666666666665,210,3.5204650459275086,0.3714285714285714,Lichess,M
"Okike, David",2326.45566286216,4556,3.936513682770018,0.4225197541703248,Lichess,M
"Olsson, William",2372.784753363229,223,2.777307735554604,0.2152466367713004,Lichess,M
"Oparin, Grigoriy",2717.5117647058823,340,4.120381416170106,0.4529411764705882,Lichess,M
"Oragwu, Chukwunonso",2345.233830845771,201,4.097556025264376,0.5422885572139303,Lichess,M
"Orlov, Andrey",2565.1881188118814,101,3.1773750974756703,0.4257425742574257,Lichess,M
"Ortega Amarelle, Mariano",2439.7745901639346,244,4.49499386905553,0.3893442622950819,Lichess,M
"Osmak, Yuliia",2512.2366863905327,169,3.7132565406516354,0.4615384615384615,Lichess,F
"Ozen, Bahadir",2576.65,120,3.4391587037100777,0.3916666666666666,Lichess,M
"Pakhomov, Egor",2590.6283185840707,226,3.179170218440417,0.3982300884955752,Lichess,M
"Palachev, Petr",2567.36,25,2.6779500033638755,0.28,Lichess,M
"Palchuk, Andrii",2456.53021978022,364,4.219045418617309,0.4258241758241758,Lichess,M
"Palencia Morales, Wilson Guillermo",2375.080985915493,284,3.832283630926756,0.3133802816901408,Lichess,M
"Palu, Andres",2428.8840579710145,207,3.174293473186903,0.5458937198067633,Lichess,M
"Pantzar, Milton",2489.6702127659573,94,3.830950677186909,0.3829787234042553,Lichess,M
"Papakonstantinou, Dimitrios",2400.9,10,1.193549604098133,0.5,Lichess,M
"Papayan, Oleg",2432.9,40,3.1775140205337475,0.5,Lichess,M
"Papp, Levente",2466.1363636363635,44,2.891431275793636,0.1136363636363636,Lichess,M
"Papp, Petra",2534.25,32,2.815910421024777,0.625,Lichess,F
"Parraga, Alejandro",2379.1866666666665,75,3.7280871595040512,0.4533333333333333,Lichess,M
"Pascua, Haridas",2636.2616279069766,172,4.288689744849622,0.4767441860465116,Lichess,M
"Paszewski, Mateusz",2461.124260355029,169,3.648569088115792,0.4260355029585799,Lichess,M
"Paulsen, Dirk",2431.8359375,128,3.453907677478241,0.375,Lichess,M
"Paveto, Kevin",2450.6428571428573,14,2.540036303820981,0.5714285714285714,Lichess,M
"Peng, Li Min",2578.1463414634145,164,3.763949543095341,0.5,Lichess,M
"Perera Alfonso, Rene Humberto",2434.04932735426,223,3.568458933168172,0.4125560538116592,Lichess,M
"Perez Marimon, Jorge De Jesus",2323.333333333333,36,3.0228511401600344,0.5277777777777778,Lichess,M
"Perez Ponsa, Federico",2724.214285714286,98,3.829621036324903,0.4183673469387755,Lichess,M
"Perez, Daniel",2450.6001984126983,1008,3.404038949419766,0.5138888888888888,Lichess,M
"Perez, Maximiliano",2470.6911764705883,68,2.9065142624570792,0.4705882352941176,Lichess,M
"Perrine, Dalton",2434.0516129032258,155,2.937456745906088,0.5483870967741935,Lichess,M
"Persson, Richard",2279.566037735849,53,2.5369181934933294,0.660377358490566,Lichess,M
"Perunovic, Milos",2546.230769230769,26,2.68465654191656,0.4230769230769231,Lichess,M
"Petronijevic, Zoran",2562.134285714286,350,2.701802514789323,0.5428571428571428,Lichess,M
"Petrosyan, Manuel",2654.405797101449,69,3.5231695516354526,0.2753623188405797,Lichess,M
"Petrov, Martin",2518.7875,80,3.525176692493409,0.25,Lichess,M
"Pfreundt, Jakob",2535.85257985258,407,4.180655362207016,0.4668304668304668,Lichess,M
"Pichot, Alan",2593.375,24,2.947004770161298,0.3333333333333333,Lichess,M
"Piliposyan, Robert",2497.665071770335,209,4.13098447174017,0.4210526315789473,Lichess,M
"Pinto, Daniel",2326.454545454545,11,1.8937882323911377,0.1818181818181818,Lichess,M
"Piscopo, Pierluigi",2469.904069767442,1376,4.734338851748571,0.4469476744186046,Lichess,M
"Plenca, Jadranko",2577.5041666666666,480,3.812734393847595,0.49375,Lichess,M
"Plenca, Julijan",2470.395613322502,1231,4.7410567313244965,0.5467099918765231,Lichess,M
"Plichta, Kamil",2572.7551224387807,2001,4.30948142671771,0.56071964017991,Lichess,M
"Plotkin, Mark",2478.547297297297,592,4.598259370855056,0.5236486486486487,Lichess,M
"Poetsch, Hagen",2526.9117647058824,34,2.990911208006388,0.5882352941176471,Lichess,M
"Pogosian, Manvel",2403.096153846154,104,3.823554574352428,0.3846153846153846,Lichess,M
"Polo, Victor Ramon",2262.59375,32,2.430901007066591,0.34375,Lichess,M
"Pomares Diaz, Manuel Alejandro",2344.1743119266057,218,3.742833564111,0.3807339449541284,Lichess,M
"Popovic, Dusan",2673.8434782608697,115,3.83610063966252,0.4695652173913043,Lichess,M
"Posthuma, Joshua",2531.8908341915558,1942,3.936847847626852,0.4181256436663234,Lichess,M
"Pourramezanali, Amirreza",2605.9076923076923,65,3.3359010900023263,0.4153846153846154,Lichess,M
"Predojevic, Borki",2719.435582822086,163,3.884511553978948,0.3987730061349693,Lichess,M
"Proudian, Armen",2538.0078125,128,2.5687053627596783,0.625,Lichess,M
"Pulpan, Jakub",2565.457142857143,35,2.941030529182652,0.4857142857142857,Lichess,M
"Punin, Andrii",2546.760793465577,857,3.924115451071311,0.4912485414235706,Lichess,M
"Quesada Vera, Liordis",2589.1560062402496,641,3.3726094166438862,0.3432137285491419,Lichess,M
"Quiroga Jaquez, Angel Ivan",2431.3396226415093,265,1.4046817340001905,0.4150943396226415,Lichess,M
"Quizon, Daniel",2516.5576923076924,52,3.1212711173335363,0.7307692307692307,Lichess,M
"Raceanu, Valentin",2419.135135135135,37,2.8754114788594345,0.3783783783783784,Lichess,M
"Radlovacki, Jovan",2481.5113122171947,221,3.202716302741179,0.4117647058823529,Lichess,M
"Radzhabov, Rodion",2439.553191489362,94,3.446653083255386,0.5,Lichess,M
"Raicevic, Vladimir",2456.035337879727,1613,3.5590471899585445,0.3775573465592065,Lichess,M
"Rakhmanov, Aleksandr",2738.4753086419755,162,2.3129286258581505,0.5432098765432098,Lichess,M
"Ramezani, Mahan",2467.546391752577,97,3.057221756194302,0.5360824742268041,Lichess,M
"Ramirez Medina, Victor",2463.2164634146343,1640,4.61989124156889,0.3676829268292683,Lichess,M
"Rastbod, Ali",2465.777777777778,18,2.274240930731769,0.2777777777777778,Lichess,M
"Ratkovic, Miloje",2611.750679347826,1472,4.429524858037,0.4273097826086957,Lichess,M
"Ratkovic, Milovan",2565.2424412094065,1786,4.30787626593106,0.4837625979843225,Lichess,M
"Ravot, Sylvain",2269.4666666666667,15,2.615630577027551,0.4666666666666667,Lichess,M
"Redzisz, Michal",2260.0,11,1.8937882323911377,0.3636363636363636,Lichess,M
"Reshetnikov, Alexey",2595.679347826087,184,4.491383808277062,0.4021739130434782,Lichess,M
"Rios Parra, Alejandro",2397.920792079208,101,3.6291718194725058,0.5544554455445545,Lichess,M
Robin Dragomirescu,2448.818181818182,33,2.8158292174097808,0.4242424242424242,Lichess,M
"Rodchenkov, Vitaly",2447.922048997773,449,3.7665455059338,0.4164810690423162,Lichess,M
"Rodrigue-Lemieux, Shawn",2458.409523809524,105,3.671250949735607,0.3142857142857143,Lichess,M
"Rodrigues, Edgar",2419.904761904762,147,3.4183943568820645,0.4897959183673469,Lichess,M
"Rodriguez Hernandez, Luis Daniel",2420.242016806723,595,3.772495231734891,0.4974789915966386,Lichess,M
"Rogic, Davor",2555.0258620689656,116,3.821001741305364,0.4051724137931034,Lichess,M
"Rosen, Eric",2488.006993006993,143,2.8796097170057435,0.4195804195804196,Lichess,M
"Roshka, Yevgeniy",2606.4074074074074,81,3.0382611019816084,0.4691358024691358,Lichess,M
"Rosner, Jonas",2423.8125,16,1.9770061729088613,0.0625,Lichess,M
"Ruge, Edison",2307.5,24,2.4631046437978115,0.4583333333333333,Lichess,M
"Ruperez Benito, Antonio",2502.454545454545,55,3.08741700070663,0.6363636363636364,Lichess,M
"Rychagov, Andrey",2549.6428571428573,14,2.3046193848206715,0.3571428571428571,Lichess,M
"Rzayev, Bahruz",2503.378048780488,246,3.79096167550073,0.540650406504065,Lichess,M
"Sadykov, Ramil",2474.333333333333,180,3.635546176265143,0.5333333333333333,Lichess,M
"Sahidi, Samir",2579.7244582043345,323,4.262618974569714,0.3808049535603715,Lichess,M
Sai Agni Jeevitesh J,2521.619469026549,113,2.329282161034368,0.168141592920354,Lichess,M
"Sambuev, Bator",2667.8493297587133,1865,4.382417743863967,0.457372654155496,Lichess,M
"Sanal, Vahap",2392.8125,16,2.252728336819822,0.625,Lichess,M
"Sanikidze, Tornike",2669.243243243244,407,4.190991651992816,0.5085995085995086,Lichess,M
"Santagati, Alessandro",2373.8867924528304,53,2.788819975358203,0.5094339622641509,Lichess,M
"Sapunov, Evgeny",2606.133676092545,389,3.531932118908597,0.3239074550128534,Lichess,M
"Saraci, Nderim",2660.873076923077,260,3.733075208380509,0.4884615384615384,Lichess,M
"Saric, Ante",2578.76,75,2.9999794488159006,0.4933333333333333,Lichess,M
"Saric, Ivan",2794.7305502846298,527,4.143568454038215,0.3472485768500948,Lichess,M
"Sariego Figueredo, Wilfredo",2466.9430241051864,1369,1.9939083663725732,0.8173849525200877,Lichess,M
"Satyapragyan, Swayangsu",2483.3783783783783,74,3.3303314939156152,0.3378378378378378,Lichess,M
"Savchenko, Boris",2517.764705882353,17,2.670119889806817,0.4117647058823529,Lichess,M
"Saya, Ethan",2412.7637540453075,309,3.3883361991182466,0.511326860841424,Lichess,M
"Schekachikhin, Maksim",2533.7408163265304,490,4.014598968061572,0.3224489795918367,Lichess,M
"Schippers, Maurice",2528.1377245508984,501,3.8354301468176297,0.4471057884231537,Lichess,M
"Schitco, Ivan",2558.003021148036,331,4.079322376475734,0.3595166163141994,Lichess,M
"Schmakel, Sam",2501.6161616161617,99,2.933813397075788,0.7171717171717171,Lichess,M
"Schnaider, Ilan",2296.7272727272725,44,3.149886513632545,0.3863636363636363,Lichess,M
"Schuh, Dirk",2507.939603106126,1159,3.360204572681966,0.4124245038826574,Lichess,M
"Schut, Han",2270.3636363636365,11,1.9722469794234416,0.7272727272727273,Lichess,M
"Sebenik, Matej",2540.134887593672,1201,4.843176971810882,0.4079933388842631,Lichess,M
"Sedlak, Nikola",2554.682926829268,41,2.719008627193328,0.2439024390243902,Lichess,M
"Segarra, Randy",2507.29945799458,738,4.204186361866482,0.470189701897019,Lichess,M
"Servat, Roberto",2507.3215507411637,2631,4.155486565848652,0.4283542379323451,Lichess,M
"Setyaki, Azarya Jodi",2504.0826446280994,121,3.3599888982691746,0.5371900826446281,Lichess,M
"Sevdimaliyev, Urfan",2377.7272727272725,55,2.810483675125073,0.5454545454545454,Lichess,M
"Sevgi, Volkan",2556.5597826086955,184,3.115039544993545,0.5489130434782609,Lichess,M
"Sevostianov, Pavel",2367.6129032258063,31,3.0871950491506843,0.4838709677419355,Lichess,M
"Sevostianov, Vladimir",2387.6112084063047,571,4.45888239941452,0.4640980735551663,Lichess,M
"Sezdbekov, Ruslan",2489.9411764705883,34,2.7596247523594246,0.4117647058823529,Lichess,M
"Shagbazyan, Taron",2636.5811320754715,265,4.145638903441101,0.3735849056603773,Lichess,M
"Shahinyan, David",2573.6363636363635,11,1.9722469794234416,0.5454545454545454,Lichess,M
"Shamatava, Ana",2429.4615384615386,13,2.351673301904631,0.6153846153846154,Lichess,F
"Shankovskyi, Andrii",2462.6456953642382,302,3.251339234040614,0.5165562913907285,Lichess,M
"Sharafiev, Azat",2385.3125,16,2.772588722239781,0.3125,Lichess,M
"Sharankov, Grigory",2464.021739130435,138,3.3697143209819127,0.2608695652173913,Lichess,M
Shawn Martinez,2337.0416666666665,48,2.4236955304738257,0.4583333333333333,Lichess,M
"Shchukin, Dmitry",2506.1572398190046,6188,3.390923618777524,0.6380090497737556,Lichess,M
"Shevchenko, Danylo",2399.721886336155,827,2.6525864828943746,0.5272067714631197,Lichess,M
"Shevchenko, Kirill",2709.6011904761904,168,3.814938182003481,0.4880952380952381,Lichess,M
"Shevelev, Dmitri",2393.0,17,1.7233917060220525,0.2941176470588235,Lichess,M
"Shimanov, Aleksandr",2713.669902912621,309,4.280786957108513,0.3592233009708738,Lichess,M
"Shirazi, Kamran",2457.3345588235293,272,2.833069498352585,0.4816176470588235,Lichess,M
"Shkapenko, Pavel",2596.655982905983,468,2.427586451575766,0.4807692307692308,Lichess,M
"Shoker, Samy",2539.5272727272727,110,3.191233256887089,0.2272727272727272,Lichess,M
"Shuvalova, Polina",2463.698630136986,73,3.5020229207202016,0.3698630136986301,Lichess,F
"Shymanskyi, Oleksandr",2427.613300492611,406,1.1465275930212515,0.8448275862068966,Lichess,M
"Sielecki, Christof",2495.8338028169014,355,3.902771958507087,0.3830985915492957,Lichess,M
"Silich, Yahor",2400.8217821782177,101,3.1590430734023025,0.4554455445544554,Lichess,M
"Silva Lucena, Cristian",2431.3216783216785,143,3.719156275638179,0.5034965034965035,Lichess,M
